feature,descriptor,group,importance,dataset,model
quantile5__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.3821960351954878,Income,Logistic Regression
quantile5__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.03140115619704666,Income,Logistic Regression
quantile5__mahalanobis,mahalanobis,interaction_statistical,0.47070357646699484,Income,Logistic Regression
quantile5__covariance_trace,covariance_trace,interaction_statistical,0.26288263405112283,Income,Logistic Regression
quantile5__covariance_logdet,covariance_logdet,interaction_statistical,0.0024905416450522744,Income,Logistic Regression
quantile5__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.061744427688673414,Income,Logistic Regression
quantile5__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.02072707065952452,Income,Logistic Regression
quantile5__covariance_condition_number,covariance_condition_number,interaction_statistical,0.004477972234449073,Income,Logistic Regression
quantile5__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.08116645414002162,Income,Logistic Regression
quantile5__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.12637124506823327,Income,Logistic Regression
quantile5__total_correlation,total_correlation,interaction_informational,0.30877500629868854,Income,Logistic Regression
quantile5__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.04287366824073888,Income,Logistic Regression
quantile5__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.0762056296151439,Income,Logistic Regression
quantile5__log_count,log_count,base,0.40465562296047924,Income,Logistic Regression
quantile5__density,density,base,0.29178834675992155,Income,Logistic Regression
quantile5__n_beyond_2std,n_beyond_2std,base,0.247600977742445,Income,Logistic Regression
quantile5__partition_agreement_count,partition_agreement_count,base,0.003188765603757571,Income,Logistic Regression
quantile5__leaf_depth,leaf_depth,base,0.0,Income,Logistic Regression
quantile6__dist_to_mean,dist_to_mean,point_based,1.5971774905340033,Income,Logistic Regression
quantile6__normalized_dist,normalized_dist,point_based,1.6538120444158038,Income,Logistic Regression
quantile6__cosine_dist,cosine_dist,point_based,0.03536068687999558,Income,Logistic Regression
quantile6__dist_to_median,dist_to_median,point_based,0.12290221256148996,Income,Logistic Regression
quantile6__log_likelihood,log_likelihood,point_based,0.07235722347185915,Income,Logistic Regression
quantile6__local_outlier_factor_score,local_outlier_factor_score,point_based,0.4314662148952661,Income,Logistic Regression
quantile6__knn_distance_k,knn_distance_k,point_based,0.7008869837537325,Income,Logistic Regression
quantile6__out_of_range_count,out_of_range_count,point_based,0.018880845483821372,Income,Logistic Regression
quantile6__mean_norm,mean_norm,marginal_statistical,0.11108338727574454,Income,Logistic Regression
quantile6__std_norm,std_norm,marginal_statistical,0.13616345105763272,Income,Logistic Regression
quantile6__skew_norm,skew_norm,marginal_statistical,0.23324386606912473,Income,Logistic Regression
quantile6__kurtosis_norm,kurtosis_norm,marginal_statistical,0.2339251348220438,Income,Logistic Regression
quantile6__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.2213144838488538,Income,Logistic Regression
quantile6__iqr_norm,iqr_norm,marginal_statistical,0.1393090720142454,Income,Logistic Regression
quantile6__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.12540933086829792,Income,Logistic Regression
quantile6__cell_entropy,cell_entropy,marginal_informational,0.1866238110981043,Income,Logistic Regression
quantile6__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.1866238110981043,Income,Logistic Regression
quantile6__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.24069651017659327,Income,Logistic Regression
quantile6__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.23038096097532254,Income,Logistic Regression
quantile6__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.18364769082435642,Income,Logistic Regression
quantile6__mahalanobis,mahalanobis,interaction_statistical,0.2678994277217795,Income,Logistic Regression
quantile6__covariance_trace,covariance_trace,interaction_statistical,0.13741293754489842,Income,Logistic Regression
quantile6__covariance_logdet,covariance_logdet,interaction_statistical,0.24468312686872282,Income,Logistic Regression
quantile6__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.23622245576624926,Income,Logistic Regression
quantile6__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.23898880431501796,Income,Logistic Regression
quantile6__covariance_condition_number,covariance_condition_number,interaction_statistical,0.24567543617194454,Income,Logistic Regression
quantile6__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.2301173446481621,Income,Logistic Regression
quantile6__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.23984622329416566,Income,Logistic Regression
quantile6__total_correlation,total_correlation,interaction_informational,0.19657313547026314,Income,Logistic Regression
quantile6__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.1753969613672283,Income,Logistic Regression
quantile6__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.23041973468294646,Income,Logistic Regression
quantile6__log_count,log_count,base,0.24321745727342575,Income,Logistic Regression
quantile6__density,density,base,0.24553396192991592,Income,Logistic Regression
quantile6__n_beyond_2std,n_beyond_2std,base,0.12574971638672858,Income,Logistic Regression
quantile6__partition_agreement_count,partition_agreement_count,base,0.003188765603757571,Income,Logistic Regression
quantile6__leaf_depth,leaf_depth,base,0.0,Income,Logistic Regression
quantile7__dist_to_mean,dist_to_mean,point_based,0.3835439011040031,Income,Logistic Regression
quantile7__normalized_dist,normalized_dist,point_based,0.04904735668137115,Income,Logistic Regression
quantile7__cosine_dist,cosine_dist,point_based,0.10305855031972097,Income,Logistic Regression
quantile7__dist_to_median,dist_to_median,point_based,0.15449897468233537,Income,Logistic Regression
quantile7__log_likelihood,log_likelihood,point_based,0.2331323854177825,Income,Logistic Regression
quantile7__local_outlier_factor_score,local_outlier_factor_score,point_based,0.09808318565053271,Income,Logistic Regression
quantile7__knn_distance_k,knn_distance_k,point_based,1.2610729519775974,Income,Logistic Regression
quantile7__out_of_range_count,out_of_range_count,point_based,0.015063430609088966,Income,Logistic Regression
quantile7__mean_norm,mean_norm,marginal_statistical,0.003359531283520897,Income,Logistic Regression
quantile7__std_norm,std_norm,marginal_statistical,0.0033595312450817216,Income,Logistic Regression
quantile7__skew_norm,skew_norm,marginal_statistical,0.0033595313142708917,Income,Logistic Regression
quantile7__kurtosis_norm,kurtosis_norm,marginal_statistical,0.0033595312672959677,Income,Logistic Regression
quantile7__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.0033595312584480475,Income,Logistic Regression
quantile7__iqr_norm,iqr_norm,marginal_statistical,0.0033595313051499117,Income,Logistic Regression
quantile7__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.003359531284075351,Income,Logistic Regression
quantile7__cell_entropy,cell_entropy,marginal_informational,0.0033595312682508506,Income,Logistic Regression
quantile7__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.0033595312682508506,Income,Logistic Regression
quantile7__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.0033595312330427464,Income,Logistic Regression
quantile7__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.0033595312830628017,Income,Logistic Regression
quantile7__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.0033595311869370845,Income,Logistic Regression
quantile7__mahalanobis,mahalanobis,interaction_statistical,0.059319283687565075,Income,Logistic Regression
quantile7__covariance_trace,covariance_trace,interaction_statistical,0.0033595312847874994,Income,Logistic Regression
quantile7__covariance_logdet,covariance_logdet,interaction_statistical,0.003359531275508846,Income,Logistic Regression
quantile7__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.0033595312734164117,Income,Logistic Regression
quantile7__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.0033595313079267603,Income,Logistic Regression
quantile7__covariance_condition_number,covariance_condition_number,interaction_statistical,0.003359531282661682,Income,Logistic Regression
quantile7__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.0033595312851717523,Income,Logistic Regression
quantile7__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.0033595312609724305,Income,Logistic Regression
quantile7__total_correlation,total_correlation,interaction_informational,0.003359531291536706,Income,Logistic Regression
quantile7__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.003359531032473375,Income,Logistic Regression
quantile7__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.0033595313113113164,Income,Logistic Regression
quantile7__log_count,log_count,base,0.0033595312781504526,Income,Logistic Regression
quantile7__density,density,base,0.0033595312816559714,Income,Logistic Regression
quantile7__n_beyond_2std,n_beyond_2std,base,0.17911452192097757,Income,Logistic Regression
quantile7__partition_agreement_count,partition_agreement_count,base,0.003188765603757571,Income,Logistic Regression
quantile7__leaf_depth,leaf_depth,base,0.0,Income,Logistic Regression
quantile8__dist_to_mean,dist_to_mean,point_based,0.178069888450528,Income,Logistic Regression
quantile8__normalized_dist,normalized_dist,point_based,0.17806988845052785,Income,Logistic Regression
quantile8__cosine_dist,cosine_dist,point_based,0.0,Income,Logistic Regression
quantile8__dist_to_median,dist_to_median,point_based,0.04462583889217555,Income,Logistic Regression
quantile8__log_likelihood,log_likelihood,point_based,0.8414629499919031,Income,Logistic Regression
quantile8__local_outlier_factor_score,local_outlier_factor_score,point_based,0.28728270161174463,Income,Logistic Regression
quantile8__knn_distance_k,knn_distance_k,point_based,1.4629969247102466,Income,Logistic Regression
quantile8__out_of_range_count,out_of_range_count,point_based,0.002100748850370259,Income,Logistic Regression
quantile8__mean_norm,mean_norm,marginal_statistical,2.341875641344553e-27,Income,Logistic Regression
quantile8__std_norm,std_norm,marginal_statistical,2.9185838673628846e-12,Income,Logistic Regression
quantile8__skew_norm,skew_norm,marginal_statistical,1.7043217392036018e-11,Income,Logistic Regression
quantile8__kurtosis_norm,kurtosis_norm,marginal_statistical,8.571121718194369e-11,Income,Logistic Regression
quantile8__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,5.875942993054001e-13,Income,Logistic Regression
quantile8__iqr_norm,iqr_norm,marginal_statistical,2.675492824755681e-12,Income,Logistic Regression
quantile8__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,3.5419707128177364e-13,Income,Logistic Regression
quantile8__cell_entropy,cell_entropy,marginal_informational,6.114559967392102e-14,Income,Logistic Regression
quantile8__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,6.114559967392102e-14,Income,Logistic Regression
quantile8__marginal_entropy_std,marginal_entropy_std,marginal_informational,7.415768155573971e-13,Income,Logistic Regression
quantile8__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.0,Income,Logistic Regression
quantile8__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,9.537222193040684e-13,Income,Logistic Regression
quantile8__mahalanobis,mahalanobis,interaction_statistical,0.17806988845202154,Income,Logistic Regression
quantile8__covariance_trace,covariance_trace,interaction_statistical,1.1226928642565471e-11,Income,Logistic Regression
quantile8__covariance_logdet,covariance_logdet,interaction_statistical,2.002145550298128e-13,Income,Logistic Regression
quantile8__mean_abs_correlation,mean_abs_correlation,interaction_statistical,3.2716624215771305e-14,Income,Logistic Regression
quantile8__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,3.812279004059103e-14,Income,Logistic Regression
quantile8__covariance_condition_number,covariance_condition_number,interaction_statistical,3.8998961743245244e-12,Income,Logistic Regression
quantile8__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,1.3282390173066477e-15,Income,Logistic Regression
quantile8__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,1.0357468042326354e-12,Income,Logistic Regression
quantile8__total_correlation,total_correlation,interaction_informational,1.3403562855349296e-13,Income,Logistic Regression
quantile8__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,4.5188089515112026e-13,Income,Logistic Regression
quantile8__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,8.062643859441748e-15,Income,Logistic Regression
quantile8__log_count,log_count,base,8.930240264571108e-12,Income,Logistic Regression
quantile8__density,density,base,0.0,Income,Logistic Regression
quantile8__n_beyond_2std,n_beyond_2std,base,0.22097654643316658,Income,Logistic Regression
quantile8__partition_agreement_count,partition_agreement_count,base,0.003188765603757571,Income,Logistic Regression
quantile8__leaf_depth,leaf_depth,base,0.0,Income,Logistic Regression
quantile9__dist_to_mean,dist_to_mean,point_based,0.178069888450528,Income,Logistic Regression
quantile9__normalized_dist,normalized_dist,point_based,0.17806988845052785,Income,Logistic Regression
quantile9__cosine_dist,cosine_dist,point_based,0.0,Income,Logistic Regression
quantile9__dist_to_median,dist_to_median,point_based,0.04462583889217555,Income,Logistic Regression
quantile9__log_likelihood,log_likelihood,point_based,0.8414629499919031,Income,Logistic Regression
quantile9__local_outlier_factor_score,local_outlier_factor_score,point_based,0.28728270161174463,Income,Logistic Regression
quantile9__knn_distance_k,knn_distance_k,point_based,1.4629969247102466,Income,Logistic Regression
quantile9__out_of_range_count,out_of_range_count,point_based,0.002100748850370259,Income,Logistic Regression
quantile9__mean_norm,mean_norm,marginal_statistical,2.341875641344553e-27,Income,Logistic Regression
quantile9__std_norm,std_norm,marginal_statistical,2.9185838673628846e-12,Income,Logistic Regression
quantile9__skew_norm,skew_norm,marginal_statistical,1.7043217392036018e-11,Income,Logistic Regression
quantile9__kurtosis_norm,kurtosis_norm,marginal_statistical,8.571121718194369e-11,Income,Logistic Regression
quantile9__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,5.875942993054001e-13,Income,Logistic Regression
quantile9__iqr_norm,iqr_norm,marginal_statistical,2.675492824755681e-12,Income,Logistic Regression
quantile9__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,3.5419707128177364e-13,Income,Logistic Regression
quantile9__cell_entropy,cell_entropy,marginal_informational,6.114559967392102e-14,Income,Logistic Regression
quantile9__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,6.114559967392102e-14,Income,Logistic Regression
quantile9__marginal_entropy_std,marginal_entropy_std,marginal_informational,7.415768155573971e-13,Income,Logistic Regression
quantile9__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.0,Income,Logistic Regression
quantile9__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,9.537222193040684e-13,Income,Logistic Regression
quantile9__mahalanobis,mahalanobis,interaction_statistical,0.17806988845202154,Income,Logistic Regression
quantile9__covariance_trace,covariance_trace,interaction_statistical,1.1226928642565471e-11,Income,Logistic Regression
quantile9__covariance_logdet,covariance_logdet,interaction_statistical,2.002145550298128e-13,Income,Logistic Regression
quantile9__mean_abs_correlation,mean_abs_correlation,interaction_statistical,3.2716624215771305e-14,Income,Logistic Regression
quantile9__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,3.812279004059103e-14,Income,Logistic Regression
quantile9__covariance_condition_number,covariance_condition_number,interaction_statistical,3.8998961743245244e-12,Income,Logistic Regression
quantile9__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,1.3282390173066477e-15,Income,Logistic Regression
quantile9__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,1.0357468042326354e-12,Income,Logistic Regression
quantile9__total_correlation,total_correlation,interaction_informational,1.3403562855349296e-13,Income,Logistic Regression
quantile9__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,4.5188089515112026e-13,Income,Logistic Regression
quantile9__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,8.062643859441748e-15,Income,Logistic Regression
quantile9__log_count,log_count,base,8.930240264571108e-12,Income,Logistic Regression
quantile9__density,density,base,0.0,Income,Logistic Regression
quantile9__n_beyond_2std,n_beyond_2std,base,0.22097654643316658,Income,Logistic Regression
quantile9__partition_agreement_count,partition_agreement_count,base,0.003188765603757571,Income,Logistic Regression
quantile9__leaf_depth,leaf_depth,base,0.0,Income,Logistic Regression
quantile10__dist_to_mean,dist_to_mean,point_based,0.9248879089272153,Income,Logistic Regression
quantile10__normalized_dist,normalized_dist,point_based,1.7535713688031882,Income,Logistic Regression
quantile10__cosine_dist,cosine_dist,point_based,0.2341322037734372,Income,Logistic Regression
quantile10__dist_to_median,dist_to_median,point_based,0.15884996299520263,Income,Logistic Regression
quantile10__log_likelihood,log_likelihood,point_based,0.392932747010843,Income,Logistic Regression
quantile10__local_outlier_factor_score,local_outlier_factor_score,point_based,0.3534247780720669,Income,Logistic Regression
quantile10__knn_distance_k,knn_distance_k,point_based,0.3134619505873683,Income,Logistic Regression
quantile10__out_of_range_count,out_of_range_count,point_based,0.5334000778199794,Income,Logistic Regression
quantile10__mean_norm,mean_norm,marginal_statistical,0.06098820776414552,Income,Logistic Regression
quantile10__std_norm,std_norm,marginal_statistical,0.028122472597744592,Income,Logistic Regression
quantile10__skew_norm,skew_norm,marginal_statistical,0.047765821087660795,Income,Logistic Regression
quantile10__kurtosis_norm,kurtosis_norm,marginal_statistical,0.06422107450745237,Income,Logistic Regression
quantile10__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.06402820469404685,Income,Logistic Regression
quantile10__iqr_norm,iqr_norm,marginal_statistical,0.01782495160400977,Income,Logistic Regression
quantile10__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.07130547638328974,Income,Logistic Regression
quantile10__cell_entropy,cell_entropy,marginal_informational,0.03039199326662082,Income,Logistic Regression
quantile10__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.03039199326662082,Income,Logistic Regression
quantile10__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.04946906949574965,Income,Logistic Regression
quantile10__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.04220668637414006,Income,Logistic Regression
quantile10__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.022102517288417077,Income,Logistic Regression
quantile10__mahalanobis,mahalanobis,interaction_statistical,0.3151693969983558,Income,Logistic Regression
quantile10__covariance_trace,covariance_trace,interaction_statistical,0.01833958501533276,Income,Logistic Regression
quantile10__covariance_logdet,covariance_logdet,interaction_statistical,0.02531647414560861,Income,Logistic Regression
quantile10__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.005485967115748532,Income,Logistic Regression
quantile10__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.04418089165981663,Income,Logistic Regression
quantile10__covariance_condition_number,covariance_condition_number,interaction_statistical,0.0023694380765371618,Income,Logistic Regression
quantile10__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.038566081776932534,Income,Logistic Regression
quantile10__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.018650027152417724,Income,Logistic Regression
quantile10__total_correlation,total_correlation,interaction_informational,0.03872505058034979,Income,Logistic Regression
quantile10__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.017920621486740434,Income,Logistic Regression
quantile10__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.03883626864843783,Income,Logistic Regression
quantile10__log_count,log_count,base,0.05626282903533807,Income,Logistic Regression
quantile10__density,density,base,0.03028971206442103,Income,Logistic Regression
quantile10__n_beyond_2std,n_beyond_2std,base,0.18718697085179334,Income,Logistic Regression
quantile10__partition_agreement_count,partition_agreement_count,base,0.003188765603757571,Income,Logistic Regression
quantile10__leaf_depth,leaf_depth,base,0.0,Income,Logistic Regression
quantile11__dist_to_mean,dist_to_mean,point_based,0.6284429354028154,Income,Logistic Regression
quantile11__normalized_dist,normalized_dist,point_based,0.11350322597224953,Income,Logistic Regression
quantile11__cosine_dist,cosine_dist,point_based,1.302767771351875e-06,Income,Logistic Regression
quantile11__dist_to_median,dist_to_median,point_based,0.19760604136234802,Income,Logistic Regression
quantile11__log_likelihood,log_likelihood,point_based,0.09853868962251663,Income,Logistic Regression
quantile11__local_outlier_factor_score,local_outlier_factor_score,point_based,0.3521297513823824,Income,Logistic Regression
quantile11__knn_distance_k,knn_distance_k,point_based,0.2748704017695113,Income,Logistic Regression
quantile11__out_of_range_count,out_of_range_count,point_based,0.04869566704019571,Income,Logistic Regression
quantile11__mean_norm,mean_norm,marginal_statistical,0.0012780602686253764,Income,Logistic Regression
quantile11__std_norm,std_norm,marginal_statistical,0.0012780602748511697,Income,Logistic Regression
quantile11__skew_norm,skew_norm,marginal_statistical,0.0012780602615870909,Income,Logistic Regression
quantile11__kurtosis_norm,kurtosis_norm,marginal_statistical,0.0012780602739540206,Income,Logistic Regression
quantile11__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.0012780602652399478,Income,Logistic Regression
quantile11__iqr_norm,iqr_norm,marginal_statistical,0.001278060260329683,Income,Logistic Regression
quantile11__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.001278060267278314,Income,Logistic Regression
quantile11__cell_entropy,cell_entropy,marginal_informational,0.0012780602548710164,Income,Logistic Regression
quantile11__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.0012780602548710164,Income,Logistic Regression
quantile11__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.0012780611390933812,Income,Logistic Regression
quantile11__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.001278060268052922,Income,Logistic Regression
quantile11__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.0012780602850826959,Income,Logistic Regression
quantile11__mahalanobis,mahalanobis,interaction_statistical,0.056821385475246775,Income,Logistic Regression
quantile11__covariance_trace,covariance_trace,interaction_statistical,0.0012780602703125132,Income,Logistic Regression
quantile11__covariance_logdet,covariance_logdet,interaction_statistical,0.001278060267102033,Income,Logistic Regression
quantile11__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.0012780602627808432,Income,Logistic Regression
quantile11__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.0012780602675220006,Income,Logistic Regression
quantile11__covariance_condition_number,covariance_condition_number,interaction_statistical,0.0012780602671239607,Income,Logistic Regression
quantile11__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.001278060278192195,Income,Logistic Regression
quantile11__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.001278060211635631,Income,Logistic Regression
quantile11__total_correlation,total_correlation,interaction_informational,0.0012780602732591307,Income,Logistic Regression
quantile11__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.001278060219436572,Income,Logistic Regression
quantile11__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.0012780602757956035,Income,Logistic Regression
quantile11__log_count,log_count,base,0.0012780602582610936,Income,Logistic Regression
quantile11__density,density,base,0.001278060268762015,Income,Logistic Regression
quantile11__n_beyond_2std,n_beyond_2std,base,0.2818240031421992,Income,Logistic Regression
quantile11__partition_agreement_count,partition_agreement_count,base,0.003188765603757571,Income,Logistic Regression
quantile11__leaf_depth,leaf_depth,base,0.0,Income,Logistic Regression
kmeans12__dist_to_mean,dist_to_mean,point_based,0.9286036650600565,Income,Logistic Regression
kmeans12__normalized_dist,normalized_dist,point_based,1.756990385496364,Income,Logistic Regression
kmeans12__cosine_dist,cosine_dist,point_based,0.2206506437703481,Income,Logistic Regression
kmeans12__dist_to_median,dist_to_median,point_based,0.04099227779178304,Income,Logistic Regression
kmeans12__log_likelihood,log_likelihood,point_based,0.4910135543413519,Income,Logistic Regression
kmeans12__local_outlier_factor_score,local_outlier_factor_score,point_based,0.471672936608676,Income,Logistic Regression
kmeans12__knn_distance_k,knn_distance_k,point_based,0.0788817930772966,Income,Logistic Regression
kmeans12__out_of_range_count,out_of_range_count,point_based,2.481922678066473,Income,Logistic Regression
kmeans12__mean_norm,mean_norm,marginal_statistical,0.20014684566286833,Income,Logistic Regression
kmeans12__std_norm,std_norm,marginal_statistical,0.0010594221919926281,Income,Logistic Regression
kmeans12__skew_norm,skew_norm,marginal_statistical,0.15171704027745647,Income,Logistic Regression
kmeans12__kurtosis_norm,kurtosis_norm,marginal_statistical,0.18116301196850365,Income,Logistic Regression
kmeans12__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.06837001006983984,Income,Logistic Regression
kmeans12__iqr_norm,iqr_norm,marginal_statistical,0.21840989552576268,Income,Logistic Regression
kmeans12__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.20463622688111352,Income,Logistic Regression
kmeans12__cell_entropy,cell_entropy,marginal_informational,0.1244560135300496,Income,Logistic Regression
kmeans12__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.1244560135300496,Income,Logistic Regression
kmeans12__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.09433535077019232,Income,Logistic Regression
kmeans12__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.08762683626325403,Income,Logistic Regression
kmeans12__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.16296542555723703,Income,Logistic Regression
kmeans12__mahalanobis,mahalanobis,interaction_statistical,0.3003168663124074,Income,Logistic Regression
kmeans12__covariance_trace,covariance_trace,interaction_statistical,0.03169764783279711,Income,Logistic Regression
kmeans12__covariance_logdet,covariance_logdet,interaction_statistical,0.04175282577083518,Income,Logistic Regression
kmeans12__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.0720767616943183,Income,Logistic Regression
kmeans12__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.019902786622641496,Income,Logistic Regression
kmeans12__covariance_condition_number,covariance_condition_number,interaction_statistical,0.09745167635180081,Income,Logistic Regression
kmeans12__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.042910282485952175,Income,Logistic Regression
kmeans12__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.0365292859275032,Income,Logistic Regression
kmeans12__total_correlation,total_correlation,interaction_informational,0.10010591228719345,Income,Logistic Regression
kmeans12__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.16694035230602391,Income,Logistic Regression
kmeans12__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.019002778664301317,Income,Logistic Regression
kmeans12__log_count,log_count,base,0.06476427859875047,Income,Logistic Regression
kmeans12__density,density,base,0.021643934810725504,Income,Logistic Regression
kmeans12__n_beyond_2std,n_beyond_2std,base,0.009268145327806355,Income,Logistic Regression
kmeans12__partition_agreement_count,partition_agreement_count,base,0.003188765603757571,Income,Logistic Regression
kmeans12__leaf_depth,leaf_depth,base,0.0,Income,Logistic Regression
kmeans13__dist_to_mean,dist_to_mean,point_based,0.5131764949417688,Income,Logistic Regression
kmeans13__normalized_dist,normalized_dist,point_based,0.49208382866982653,Income,Logistic Regression
kmeans13__cosine_dist,cosine_dist,point_based,0.33428862697315614,Income,Logistic Regression
kmeans13__dist_to_median,dist_to_median,point_based,0.4201899098195258,Income,Logistic Regression
kmeans13__log_likelihood,log_likelihood,point_based,0.3010455225782416,Income,Logistic Regression
kmeans13__local_outlier_factor_score,local_outlier_factor_score,point_based,0.22330901285514015,Income,Logistic Regression
kmeans13__knn_distance_k,knn_distance_k,point_based,0.026026020567841552,Income,Logistic Regression
kmeans13__out_of_range_count,out_of_range_count,point_based,1.332742310823903,Income,Logistic Regression
kmeans13__mean_norm,mean_norm,marginal_statistical,0.17169214757503692,Income,Logistic Regression
kmeans13__std_norm,std_norm,marginal_statistical,0.15844538941049655,Income,Logistic Regression
kmeans13__skew_norm,skew_norm,marginal_statistical,0.08595961643521563,Income,Logistic Regression
kmeans13__kurtosis_norm,kurtosis_norm,marginal_statistical,0.1034642395775885,Income,Logistic Regression
