feature,descriptor,group,importance,dataset,model
quantile2__local_outlier_factor_score,local_outlier_factor_score,point_based,0.002531834822036479,California,Random Forest
quantile2__knn_distance_k,knn_distance_k,point_based,0.0009326491948524796,California,Random Forest
quantile2__out_of_range_count,out_of_range_count,point_based,0.0009849500583986495,California,Random Forest
quantile2__mean_norm,mean_norm,marginal_statistical,0.00020305017708998366,California,Random Forest
quantile2__std_norm,std_norm,marginal_statistical,0.0002936014721574413,California,Random Forest
quantile2__skew_norm,skew_norm,marginal_statistical,0.00025869532251326466,California,Random Forest
quantile2__kurtosis_norm,kurtosis_norm,marginal_statistical,0.00021037832012467205,California,Random Forest
quantile2__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.00021575045343764045,California,Random Forest
quantile2__iqr_norm,iqr_norm,marginal_statistical,0.0002751747309196863,California,Random Forest
quantile2__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.00029233211383841826,California,Random Forest
quantile2__cell_entropy,cell_entropy,marginal_informational,0.00029115885938946277,California,Random Forest
quantile2__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.000213499334995119,California,Random Forest
quantile2__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.0002586840037432975,California,Random Forest
quantile2__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.00020456584290772,California,Random Forest
quantile2__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.0002664500510853766,California,Random Forest
quantile2__mahalanobis,mahalanobis,interaction_statistical,0.0008534626282440231,California,Random Forest
quantile2__covariance_trace,covariance_trace,interaction_statistical,0.00023206084260124114,California,Random Forest
quantile2__covariance_logdet,covariance_logdet,interaction_statistical,0.00026068177771183554,California,Random Forest
quantile2__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.00022190490470079584,California,Random Forest
quantile2__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.0002210383073795423,California,Random Forest
quantile2__covariance_condition_number,covariance_condition_number,interaction_statistical,0.0003278613468394934,California,Random Forest
quantile2__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.0003200843826424884,California,Random Forest
quantile2__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.00026259816459868403,California,Random Forest
quantile2__total_correlation,total_correlation,interaction_informational,0.00028229725624780155,California,Random Forest
quantile2__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.00020915294464984746,California,Random Forest
quantile2__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.000323693065125073,California,Random Forest
quantile2__log_count,log_count,base,4.628304803254129e-06,California,Random Forest
quantile2__density,density,base,3.976884203859753e-05,California,Random Forest
quantile2__n_beyond_2std,n_beyond_2std,base,0.00013391399655358715,California,Random Forest
quantile2__partition_agreement_count,partition_agreement_count,base,0.00012933738026618642,California,Random Forest
quantile2__leaf_depth,leaf_depth,base,0.0,California,Random Forest
quantile3__dist_to_mean,dist_to_mean,point_based,0.0006784976077325995,California,Random Forest
quantile3__normalized_dist,normalized_dist,point_based,0.0005282041807362731,California,Random Forest
quantile3__cosine_dist,cosine_dist,point_based,0.0007642800918130992,California,Random Forest
quantile3__dist_to_median,dist_to_median,point_based,0.000644622885155793,California,Random Forest
quantile3__log_likelihood,log_likelihood,point_based,0.0007969259590491752,California,Random Forest
quantile3__local_outlier_factor_score,local_outlier_factor_score,point_based,0.0016043857176071255,California,Random Forest
quantile3__knn_distance_k,knn_distance_k,point_based,0.0006999464533559508,California,Random Forest
quantile3__out_of_range_count,out_of_range_count,point_based,0.001416420105146044,California,Random Forest
quantile3__mean_norm,mean_norm,marginal_statistical,0.00027090408581539085,California,Random Forest
quantile3__std_norm,std_norm,marginal_statistical,0.0004003462922167771,California,Random Forest
quantile3__skew_norm,skew_norm,marginal_statistical,0.0002653709570085386,California,Random Forest
quantile3__kurtosis_norm,kurtosis_norm,marginal_statistical,0.00038507031411794465,California,Random Forest
quantile3__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.0003192044990877842,California,Random Forest
quantile3__iqr_norm,iqr_norm,marginal_statistical,0.00019494573644963296,California,Random Forest
quantile3__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.0002989490593997923,California,Random Forest
quantile3__cell_entropy,cell_entropy,marginal_informational,0.00030663753507860996,California,Random Forest
quantile3__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.00022066050013034677,California,Random Forest
quantile3__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.00031166777675268676,California,Random Forest
quantile3__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.00024454631344867777,California,Random Forest
quantile3__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.00019407127695086828,California,Random Forest
quantile3__mahalanobis,mahalanobis,interaction_statistical,0.000995018487269991,California,Random Forest
quantile3__covariance_trace,covariance_trace,interaction_statistical,0.0002631722250781692,California,Random Forest
quantile3__covariance_logdet,covariance_logdet,interaction_statistical,0.00036285191141190013,California,Random Forest
quantile3__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.0002459781193246781,California,Random Forest
quantile3__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.00043673674354329596,California,Random Forest
quantile3__covariance_condition_number,covariance_condition_number,interaction_statistical,0.00029891697833331804,California,Random Forest
quantile3__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.0004063832816819585,California,Random Forest
quantile3__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.0004037902513938947,California,Random Forest
quantile3__total_correlation,total_correlation,interaction_informational,0.0003376593905434285,California,Random Forest
quantile3__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.00030567084881387365,California,Random Forest
quantile3__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.00043418939675783646,California,Random Forest
quantile3__log_count,log_count,base,6.741527264321502e-05,California,Random Forest
quantile3__density,density,base,4.940770296817632e-05,California,Random Forest
quantile3__n_beyond_2std,n_beyond_2std,base,0.005449574372618542,California,Random Forest
quantile3__partition_agreement_count,partition_agreement_count,base,0.00014729020390055476,California,Random Forest
quantile3__leaf_depth,leaf_depth,base,0.0,California,Random Forest
quantile4__dist_to_mean,dist_to_mean,point_based,0.0009291428970914364,California,Random Forest
quantile4__normalized_dist,normalized_dist,point_based,0.0008576086528514254,California,Random Forest
quantile4__cosine_dist,cosine_dist,point_based,0.0007638327375538837,California,Random Forest
quantile4__dist_to_median,dist_to_median,point_based,0.0009695690536020571,California,Random Forest
quantile4__log_likelihood,log_likelihood,point_based,0.0008242413427890227,California,Random Forest
quantile4__local_outlier_factor_score,local_outlier_factor_score,point_based,0.0021958733937353365,California,Random Forest
quantile4__knn_distance_k,knn_distance_k,point_based,0.0008236842281467155,California,Random Forest
quantile4__out_of_range_count,out_of_range_count,point_based,0.0015386054807336028,California,Random Forest
quantile4__mean_norm,mean_norm,marginal_statistical,0.0003091929281630682,California,Random Forest
quantile4__std_norm,std_norm,marginal_statistical,0.00030472416774615055,California,Random Forest
quantile4__skew_norm,skew_norm,marginal_statistical,0.0001850805235472359,California,Random Forest
quantile4__kurtosis_norm,kurtosis_norm,marginal_statistical,0.0002622116724325671,California,Random Forest
quantile4__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.0002496858446040235,California,Random Forest
quantile4__iqr_norm,iqr_norm,marginal_statistical,0.0002301401495048914,California,Random Forest
quantile4__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.0002123535083662962,California,Random Forest
quantile4__cell_entropy,cell_entropy,marginal_informational,0.00029068789589373195,California,Random Forest
quantile4__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.00028412261567520324,California,Random Forest
quantile4__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.00024670854162404677,California,Random Forest
quantile4__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.00023642060467651526,California,Random Forest
quantile4__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.00026454724998124503,California,Random Forest
quantile4__mahalanobis,mahalanobis,interaction_statistical,0.0006291500753676506,California,Random Forest
quantile4__covariance_trace,covariance_trace,interaction_statistical,0.0002462742011367864,California,Random Forest
quantile4__covariance_logdet,covariance_logdet,interaction_statistical,0.00029725965577750345,California,Random Forest
quantile4__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.00020328046704384716,California,Random Forest
quantile4__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.00015355271021552243,California,Random Forest
quantile4__covariance_condition_number,covariance_condition_number,interaction_statistical,0.00031822485303603654,California,Random Forest
quantile4__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.00024928720007241393,California,Random Forest
quantile4__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.0002799277635803971,California,Random Forest
quantile4__total_correlation,total_correlation,interaction_informational,0.00029189494584509973,California,Random Forest
quantile4__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.00031309157434107284,California,Random Forest
quantile4__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.00029891933708990187,California,Random Forest
quantile4__log_count,log_count,base,0.00011795486789662863,California,Random Forest
quantile4__density,density,base,0.0001479082321300504,California,Random Forest
quantile4__n_beyond_2std,n_beyond_2std,base,0.00011005622151266946,California,Random Forest
quantile4__partition_agreement_count,partition_agreement_count,base,0.00013974572509847368,California,Random Forest
quantile4__leaf_depth,leaf_depth,base,0.0,California,Random Forest
quantile5__dist_to_mean,dist_to_mean,point_based,0.0006746693061939795,California,Random Forest
quantile5__normalized_dist,normalized_dist,point_based,0.0009805411951490548,California,Random Forest
quantile5__cosine_dist,cosine_dist,point_based,0.0008487902649041055,California,Random Forest
quantile5__dist_to_median,dist_to_median,point_based,0.0009177286077795371,California,Random Forest
quantile5__log_likelihood,log_likelihood,point_based,0.0008287139461117476,California,Random Forest
quantile5__local_outlier_factor_score,local_outlier_factor_score,point_based,0.001125028422101028,California,Random Forest
quantile5__knn_distance_k,knn_distance_k,point_based,0.0007734961308685133,California,Random Forest
quantile5__out_of_range_count,out_of_range_count,point_based,0.005978337315073698,California,Random Forest
quantile5__mean_norm,mean_norm,marginal_statistical,0.0003209872840425232,California,Random Forest
quantile5__std_norm,std_norm,marginal_statistical,0.0004156126549842732,California,Random Forest
quantile5__skew_norm,skew_norm,marginal_statistical,0.00022197867022018185,California,Random Forest
quantile5__kurtosis_norm,kurtosis_norm,marginal_statistical,0.0003120553881964542,California,Random Forest
quantile5__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.0006159868009263918,California,Random Forest
quantile5__iqr_norm,iqr_norm,marginal_statistical,0.0003637299736104469,California,Random Forest
quantile5__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.0004040706898726066,California,Random Forest
quantile5__cell_entropy,cell_entropy,marginal_informational,0.0005788263162178025,California,Random Forest
quantile5__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.00047769671298303183,California,Random Forest
quantile5__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.0006151277233974305,California,Random Forest
quantile5__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.0004158556096175813,California,Random Forest
quantile5__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.0003075972462069813,California,Random Forest
quantile5__mahalanobis,mahalanobis,interaction_statistical,0.0012074417740445922,California,Random Forest
quantile5__covariance_trace,covariance_trace,interaction_statistical,0.0003013466322453539,California,Random Forest
quantile5__covariance_logdet,covariance_logdet,interaction_statistical,0.0003706382520532573,California,Random Forest
quantile5__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.00021342325137935886,California,Random Forest
quantile5__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.00044367680152536745,California,Random Forest
quantile5__covariance_condition_number,covariance_condition_number,interaction_statistical,0.00043907877241828106,California,Random Forest
quantile5__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.00044458011440260824,California,Random Forest
quantile5__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.0006887875430399452,California,Random Forest
quantile5__total_correlation,total_correlation,interaction_informational,0.0005922911448865613,California,Random Forest
quantile5__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.00038137639585408183,California,Random Forest
quantile5__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.00040477120582510994,California,Random Forest
quantile5__log_count,log_count,base,5.416800918037607e-05,California,Random Forest
quantile5__density,density,base,1.4238184444499385e-05,California,Random Forest
quantile5__n_beyond_2std,n_beyond_2std,base,6.231029654605569e-05,California,Random Forest
quantile5__partition_agreement_count,partition_agreement_count,base,0.00015002514163542222,California,Random Forest
quantile5__leaf_depth,leaf_depth,base,0.0,California,Random Forest
quantile6__dist_to_mean,dist_to_mean,point_based,0.0005773193574507046,California,Random Forest
quantile6__normalized_dist,normalized_dist,point_based,0.0006109029452251748,California,Random Forest
quantile6__cosine_dist,cosine_dist,point_based,0.0009029222815599057,California,Random Forest
quantile6__dist_to_median,dist_to_median,point_based,0.0006533088470738607,California,Random Forest
quantile6__log_likelihood,log_likelihood,point_based,0.0017111949234543023,California,Random Forest
quantile6__local_outlier_factor_score,local_outlier_factor_score,point_based,0.0018305517319192025,California,Random Forest
quantile6__knn_distance_k,knn_distance_k,point_based,0.0008463063817695512,California,Random Forest
quantile6__out_of_range_count,out_of_range_count,point_based,0.0008240436170690187,California,Random Forest
quantile6__mean_norm,mean_norm,marginal_statistical,0.03348691348730883,California,Random Forest
quantile6__std_norm,std_norm,marginal_statistical,0.0,California,Random Forest
quantile6__skew_norm,skew_norm,marginal_statistical,0.0009047689960371963,California,Random Forest
quantile6__kurtosis_norm,kurtosis_norm,marginal_statistical,0.0018428249965470643,California,Random Forest
quantile6__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.0023211353353451165,California,Random Forest
quantile6__iqr_norm,iqr_norm,marginal_statistical,0.0013651907115533688,California,Random Forest
quantile6__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.04771649921060761,California,Random Forest
quantile6__cell_entropy,cell_entropy,marginal_informational,0.0017474979104651373,California,Random Forest
quantile6__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.001058582842337045,California,Random Forest
quantile6__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.00024774959766824553,California,Random Forest
quantile6__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.012585659867376102,California,Random Forest
quantile6__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.00047284444095385897,California,Random Forest
quantile6__mahalanobis,mahalanobis,interaction_statistical,0.0015459896315807426,California,Random Forest
quantile6__covariance_trace,covariance_trace,interaction_statistical,0.0007602884358998488,California,Random Forest
quantile6__covariance_logdet,covariance_logdet,interaction_statistical,0.00041489971981243436,California,Random Forest
quantile6__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.0011837184290767182,California,Random Forest
quantile6__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.0006424814935528839,California,Random Forest
quantile6__covariance_condition_number,covariance_condition_number,interaction_statistical,0.0013368018459879733,California,Random Forest
quantile6__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.036251651509383725,California,Random Forest
quantile6__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.02555392334081273,California,Random Forest
quantile6__total_correlation,total_correlation,interaction_informational,0.0013202455203563596,California,Random Forest
quantile6__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.0004182460206472856,California,Random Forest
quantile6__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.059676735923792655,California,Random Forest
quantile6__log_count,log_count,base,0.00031036189465659576,California,Random Forest
quantile6__density,density,base,0.00023906366176968972,California,Random Forest
quantile6__n_beyond_2std,n_beyond_2std,base,0.00027936479063857,California,Random Forest
quantile6__partition_agreement_count,partition_agreement_count,base,8.50393734639797e-05,California,Random Forest
quantile6__leaf_depth,leaf_depth,base,0.0,California,Random Forest
kmeans7__dist_to_mean,dist_to_mean,point_based,0.0006334471250193067,California,Random Forest
kmeans7__normalized_dist,normalized_dist,point_based,0.000595816721786554,California,Random Forest
kmeans7__cosine_dist,cosine_dist,point_based,0.0008286391968865359,California,Random Forest
kmeans7__dist_to_median,dist_to_median,point_based,0.0005242634733805125,California,Random Forest
kmeans7__log_likelihood,log_likelihood,point_based,0.0005759012049628377,California,Random Forest
kmeans7__local_outlier_factor_score,local_outlier_factor_score,point_based,0.0016276611879656488,California,Random Forest
kmeans7__knn_distance_k,knn_distance_k,point_based,0.0010833852804680525,California,Random Forest
kmeans7__out_of_range_count,out_of_range_count,point_based,0.001811165368623399,California,Random Forest
kmeans7__mean_norm,mean_norm,marginal_statistical,0.0008820678574812648,California,Random Forest
kmeans7__std_norm,std_norm,marginal_statistical,0.0009599862829963218,California,Random Forest
kmeans7__skew_norm,skew_norm,marginal_statistical,0.0001778402608580118,California,Random Forest
kmeans7__kurtosis_norm,kurtosis_norm,marginal_statistical,9.39431799451291e-05,California,Random Forest
kmeans7__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.008730031026628888,California,Random Forest
kmeans7__iqr_norm,iqr_norm,marginal_statistical,1.3167267262761165e-05,California,Random Forest
kmeans7__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.0016186974034714042,California,Random Forest
kmeans7__cell_entropy,cell_entropy,marginal_informational,6.074417661805459e-06,California,Random Forest
kmeans7__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,3.092050987674554e-05,California,Random Forest
kmeans7__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.007609188308402856,California,Random Forest
kmeans7__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.00011600104887835742,California,Random Forest
kmeans7__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.0046302235854423016,California,Random Forest
kmeans7__mahalanobis,mahalanobis,interaction_statistical,0.0009600660430283987,California,Random Forest
kmeans7__covariance_trace,covariance_trace,interaction_statistical,0.012884156929892355,California,Random Forest
kmeans7__covariance_logdet,covariance_logdet,interaction_statistical,0.013075838485685876,California,Random Forest
kmeans7__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.0070088259062251555,California,Random Forest
kmeans7__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,1.7517861998185798e-05,California,Random Forest
kmeans7__covariance_condition_number,covariance_condition_number,interaction_statistical,0.0,California,Random Forest
kmeans7__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.0018593405461539195,California,Random Forest
kmeans7__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.0021034893671874355,California,Random Forest
kmeans7__total_correlation,total_correlation,interaction_informational,2.56046370920143e-06,California,Random Forest
kmeans7__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.0,California,Random Forest
kmeans7__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.0008692597181281698,California,Random Forest
kmeans7__log_count,log_count,base,0.01976416758140995,California,Random Forest
kmeans7__density,density,base,0.0024231582180275772,California,Random Forest
kmeans7__n_beyond_2std,n_beyond_2std,base,4.068394600958724e-05,California,Random Forest
kmeans7__partition_agreement_count,partition_agreement_count,base,0.00014867270910120026,California,Random Forest
kmeans7__leaf_depth,leaf_depth,base,0.0,California,Random Forest
kmeans8__dist_to_mean,dist_to_mean,point_based,0.0005299728598932147,California,Random Forest
kmeans8__normalized_dist,normalized_dist,point_based,0.00047198582651531313,California,Random Forest
kmeans8__cosine_dist,cosine_dist,point_based,0.0005598764104929541,California,Random Forest
kmeans8__dist_to_median,dist_to_median,point_based,0.00045213328829798354,California,Random Forest
kmeans8__log_likelihood,log_likelihood,point_based,0.0008441594690675767,California,Random Forest
kmeans8__local_outlier_factor_score,local_outlier_factor_score,point_based,0.0019291050061578583,California,Random Forest
kmeans8__knn_distance_k,knn_distance_k,point_based,0.0007971931295921174,California,Random Forest
kmeans8__out_of_range_count,out_of_range_count,point_based,0.0012734846981405357,California,Random Forest
kmeans8__mean_norm,mean_norm,marginal_statistical,0.00028749872543537726,California,Random Forest
kmeans8__std_norm,std_norm,marginal_statistical,0.00026635893296300184,California,Random Forest
kmeans8__skew_norm,skew_norm,marginal_statistical,6.545789764902493e-05,California,Random Forest
kmeans8__kurtosis_norm,kurtosis_norm,marginal_statistical,2.8943088978562793e-05,California,Random Forest
kmeans8__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.0002726433655460541,California,Random Forest
kmeans8__iqr_norm,iqr_norm,marginal_statistical,5.9290710914807007e-05,California,Random Forest
kmeans8__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,0.00017119877145654931,California,Random Forest
kmeans8__cell_entropy,cell_entropy,marginal_informational,0.00018277218045629844,California,Random Forest
kmeans8__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.0001933268005546038,California,Random Forest
kmeans8__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.007990110306596708,California,Random Forest
kmeans8__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.0008912047316187587,California,Random Forest
kmeans8__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,7.919821116950408e-05,California,Random Forest
kmeans8__mahalanobis,mahalanobis,interaction_statistical,0.0007878525316268514,California,Random Forest
kmeans8__covariance_trace,covariance_trace,interaction_statistical,0.00031544284443158296,California,Random Forest
kmeans8__covariance_logdet,covariance_logdet,interaction_statistical,8.451215626319378e-05,California,Random Forest
kmeans8__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.0071811879873780815,California,Random Forest
kmeans8__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,0.0002764700650190454,California,Random Forest
kmeans8__covariance_condition_number,covariance_condition_number,interaction_statistical,9.603211818742251e-05,California,Random Forest
kmeans8__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.0007420316175805434,California,Random Forest
kmeans8__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.0003230234894900581,California,Random Forest
kmeans8__total_correlation,total_correlation,interaction_informational,0.000597307225823045,California,Random Forest
kmeans8__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.0001905587711331958,California,Random Forest
kmeans8__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,1.6479382199768527e-05,California,Random Forest
kmeans8__log_count,log_count,base,0.0013281568829853535,California,Random Forest
kmeans8__density,density,base,0.0013114850996518979,California,Random Forest
kmeans8__n_beyond_2std,n_beyond_2std,base,0.0001054370032098819,California,Random Forest
kmeans8__partition_agreement_count,partition_agreement_count,base,0.00013522363943518803,California,Random Forest
kmeans8__leaf_depth,leaf_depth,base,0.0,California,Random Forest
kmeans9__dist_to_mean,dist_to_mean,point_based,0.001815916127815168,California,Random Forest
kmeans9__normalized_dist,normalized_dist,point_based,0.0036403454264573552,California,Random Forest
kmeans9__cosine_dist,cosine_dist,point_based,0.0007291088380646572,California,Random Forest
kmeans9__dist_to_median,dist_to_median,point_based,0.01788022991541663,California,Random Forest
kmeans9__log_likelihood,log_likelihood,point_based,0.0007594435847233928,California,Random Forest
kmeans9__local_outlier_factor_score,local_outlier_factor_score,point_based,0.003194069934421411,California,Random Forest
kmeans9__knn_distance_k,knn_distance_k,point_based,0.0006959918641242499,California,Random Forest
kmeans9__out_of_range_count,out_of_range_count,point_based,0.001340962905026226,California,Random Forest
kmeans9__mean_norm,mean_norm,marginal_statistical,0.00021964467137556467,California,Random Forest
kmeans9__std_norm,std_norm,marginal_statistical,0.0003715756740157217,California,Random Forest
kmeans9__skew_norm,skew_norm,marginal_statistical,0.00031381460687789563,California,Random Forest
kmeans9__kurtosis_norm,kurtosis_norm,marginal_statistical,0.0002688751802745961,California,Random Forest
kmeans9__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.00010820296991927796,California,Random Forest
kmeans9__iqr_norm,iqr_norm,marginal_statistical,0.000145153147870554,California,Random Forest
kmeans9__trimmed_mean_norm,trimmed_mean_norm,marginal_statistical,9.178743211024518e-05,California,Random Forest
kmeans9__cell_entropy,cell_entropy,marginal_informational,0.00022603162407018734,California,Random Forest
kmeans9__marginal_entropy_mean,marginal_entropy_mean,marginal_informational,0.00019931624668040858,California,Random Forest
kmeans9__marginal_entropy_std,marginal_entropy_std,marginal_informational,0.00015393032056200547,California,Random Forest
kmeans9__marginal_kl_to_reference_mean,marginal_kl_to_reference_mean,marginal_informational,0.00015446854420535203,California,Random Forest
kmeans9__quantile_surprisal_mean,quantile_surprisal_mean,marginal_informational,0.0003603079792093688,California,Random Forest
kmeans9__mahalanobis,mahalanobis,interaction_statistical,0.0007382850695988239,California,Random Forest
kmeans9__covariance_trace,covariance_trace,interaction_statistical,0.0003602493059502872,California,Random Forest
kmeans9__covariance_logdet,covariance_logdet,interaction_statistical,0.00051341188503092,California,Random Forest
kmeans9__mean_abs_correlation,mean_abs_correlation,interaction_statistical,0.0001909288283258343,California,Random Forest
kmeans9__pairwise_spearman_corr_mean_abs,pairwise_spearman_corr_mean_abs,interaction_statistical,9.24418501976749e-05,California,Random Forest
kmeans9__covariance_condition_number,covariance_condition_number,interaction_statistical,0.0,California,Random Forest
kmeans9__pairwise_mutual_info_mean,pairwise_mutual_info_mean,interaction_informational,0.00018803569112111555,California,Random Forest
kmeans9__pairwise_mutual_info_max,pairwise_mutual_info_max,interaction_informational,0.00020044254005574186,California,Random Forest
kmeans9__total_correlation,total_correlation,interaction_informational,0.00018492903090682668,California,Random Forest
kmeans9__joint_entropy_pairwise_mean,joint_entropy_pairwise_mean,interaction_informational,0.00010215396412118021,California,Random Forest
kmeans9__pairwise_js_divergence_mean,pairwise_js_divergence_mean,interaction_informational,0.00015791198976989972,California,Random Forest
kmeans9__log_count,log_count,base,0.0002182931984788806,California,Random Forest
kmeans9__density,density,base,0.000365300936385334,California,Random Forest
kmeans9__n_beyond_2std,n_beyond_2std,base,0.00016887718620411642,California,Random Forest
kmeans9__partition_agreement_count,partition_agreement_count,base,0.00011477757594573956,California,Random Forest
kmeans9__leaf_depth,leaf_depth,base,0.0,California,Random Forest
tree10__dist_to_mean,dist_to_mean,point_based,0.0006659330801178361,California,Random Forest
tree10__normalized_dist,normalized_dist,point_based,0.0006029345865058109,California,Random Forest
tree10__cosine_dist,cosine_dist,point_based,0.0007730317188838612,California,Random Forest
tree10__dist_to_median,dist_to_median,point_based,0.0005915403084008957,California,Random Forest
tree10__log_likelihood,log_likelihood,point_based,0.0007201792912914222,California,Random Forest
tree10__local_outlier_factor_score,local_outlier_factor_score,point_based,0.002240666183213337,California,Random Forest
tree10__knn_distance_k,knn_distance_k,point_based,0.0008415497322086003,California,Random Forest
tree10__out_of_range_count,out_of_range_count,point_based,0.002937104323192819,California,Random Forest
tree10__mean_norm,mean_norm,marginal_statistical,0.00037881029646498287,California,Random Forest
tree10__std_norm,std_norm,marginal_statistical,0.00014411794165824812,California,Random Forest
tree10__skew_norm,skew_norm,marginal_statistical,0.0001226504307142732,California,Random Forest
tree10__kurtosis_norm,kurtosis_norm,marginal_statistical,0.00012313590554182492,California,Random Forest
tree10__median_abs_deviation_norm,median_abs_deviation_norm,marginal_statistical,0.0003771078535993684,California,Random Forest
